id,ship_name,mmsi,sog,cog,heading,nav_status,lon,lat,width,length,ship_type,p99_speed,iso_flag,iso_anomaly,p99_anomaly,speed_anomaly
3329,AQUALINK,205678000,0.0,300.5,511,8,2.93924,51.22487,6,18,40,0.0,1,False,False,False
3331,DORADO,368248520,9.7,97.6,94,0,-122.38912,37.79509,11,40,60,28.698,1,False,False,False
3343,PHOENIX,244730014,0.0,319.2,511,0,4.61233,51.80469,8,59,89,0.0,1,False,False,False
3346,ECOBREEZE,240871000,0.0,0.0,238,0,23.53287,38.03759,12,80,81,0.0,1,False,False,False
3347,MSC JENNIFER II,636021249,9.5,35.2,30,0,1.777,51.12883,28,180,71,9.5,1,False,False,False
3348,BENIK,241917000,0.0,357.5,67,5,23.68105,37.93017,9,41,37,0.0,1,False,False,False
3349,OTTO,368210340,4.0,16.6,20,12,-93.95137,29.84268,22,83,57,3.996,1,False,True,True
3350,OCEAN YALETOWN,316001193,10.5,92.8,87,0,-123.01839,49.29461,12,23,52,10.584999999999999,1,False,False,False
3351,SENDO MARE,244181802,7.6,81.7,511,5,4.5213,51.69369,15,124,79,7.7,1,False,False,False
3352,GO GETTER,316042042,1.3,96.6,511,0,-125.9095,49.15742,4,12,52,2.949,1,False,False,False
3353,STEN ARNOLD,255915983,13.4,137.3,137,0,4.86022,58.53365,24,144,81,13.4,1,False,False,False
3354,LYRA PILOTS,244780376,0.2,55.0,147,0,3.57492,51.44014,6,23,50,0.196,1,False,True,True
3355,BERGSCHE MAAS 8,244770446,0.0,0.0,511,0,5.16357,51.74214,12,40,69,0.0,1,False,False,False
707,JOHNNY JAMES,368010660,0.0,120.3,511,0,-93.3322,29.78337,10,22,52,0.196,1,False,False,False
708,UK153 LUB SENIOR,246749000,5.0,85.4,81,7,5.40708,53.17476,7,26,30,5.0,1,False,False,False
709,KERTU,256956000,10.5,253.2,254,0,22.90252,59.57358,15,101,79,10.5,1,False,False,False
716,AIMEE,244710267,0.0,360.0,511,0,4.8974,52.37869,4,17,69,0.0,1,False,False,False
717,BROTONNE,227723070,0.0,360.0,32,5,1.04798,49.44403,15,38,33,0.0,1,False,False,False
723,NOOIT VOLMAAKT,244780165,0.0,276.6,511,5,5.82571,52.45411,5,21,36,0.0,1,False,False,False
727,STORFJORD,259098000,0.0,345.0,158,0,5.06435,60.85621,18,110,69,0.0,1,False,False,False
731,HM281 MERCY,220329000,0.0,280.1,329,7,8.59956,57.12071,6,18,30,0.0,1,False,False,False
733,ROBBIE,244025809,0.0,360.0,511,5,5.8184,51.84503,7,50,79,0.0,1,False,False,False
751,RONJA BOROY,257343000,0.0,309.6,23,15,14.38742,67.29328,23,91,30,0.0,1,False,False,False
758,SAIPH,240444300,0.2,360.0,511,5,23.70551,37.91395,4,12,36,0.196,1,False,True,True
765,PELAGUS,205540690,9.2,275.7,511,0,5.64187,51.89906,24,110,79,9.596,1,False,False,False
769,OLYMPIOS ERMIS,240563500,0.0,241.3,133,0,26.98657,36.94723,9,43,60,0.0,1,False,False,False
770,RINGAHAV,258008100,0.0,92.3,321,8,5.00646,60.6403,11,34,70,0.0,1,False,False,False
772,VOX ALEXIA,245734000,1.7,294.2,299,3,-8.10473,37.00747,28,138,70,1.8,1,False,False,False
773,GIULIO VERNE,247313000,0.0,65.5,263,5,4.64599,52.46546,30,134,90,0.0,1,False,False,False
775,BONTE PIET,244020828,0.0,142.7,511,15,5.41218,53.17562,4,22,37,0.096,1,False,False,False
849,UKKO,230946000,7.8,193.7,194,0,25.58726,60.14872,13,34,52,7.796,1,False,True,True
862,BRP LAURENCE NARAG,428000000,0.1,88.7,47,15,123.93515,10.30419,6,32,0,0.1,1,False,False,False
879,MONSUN,265588910,0.0,248.5,511,0,19.1076,59.85113,6,19,60,102.3,1,False,False,False
894,TSJERK HIDDES,244700724,0.0,360.0,511,1,5.55803,53.18353,7,42,69,0.0,1,False,False,False
915,ZEEMEEUW,244769000,0.0,360.0,511,0,3.58971,51.44705,5,23,90,0.0,1,False,False,False
931,NOVANDI,205560990,0.0,244.4,511,5,3.66487,51.08885,12,110,20,0.0,1,False,False,False
973,STENA HOLLANDICA,244758000,15.6,79.3,83,0,1.48965,51.93827,32,240,61,15.6,1,False,False,False
1006,NOORDHINDER,244223000,0.0,360.0,511,5,5.36233,52.87619,7,19,99,0.096,1,False,False,False
1007,GEMINI,244710703,0.0,244.4,511,0,4.46095,51.8967,6,22,69,0.0,1,False,False,False
1127,HANSESLOP 6,211783290,0.0,360.0,511,0,9.96623,53.5182,6,26,80,0.0,1,False,False,False
1144,JANTJE VON DANGAST,211188220,0.0,360.0,511,5,8.14563,53.51332,7,32,69,0.0,1,False,False,False
2161,LEIRVIK,258027330,0.0,77.9,347,0,23.40035,70.28331,4,15,90,0.0,1,False,False,False
2164,EMELIE II,265802740,0.0,360.0,511,15,18.09898,59.30885,6,21,69,0.0,1,False,False,False
2179,FRANCIS R KEEGAN,366963380,6.0,203.5,185,12,-88.05567,36.4933,33,287,57,6.0,1,False,False,False
2188,MSC KIM,356205000,15.0,175.6,171,0,-76.39407,39.07166,32,265,70,15.0,1,False,False,False
2197,MRD RANGER,244112903,0.0,360.0,511,0,4.45567,51.88399,5,16,30,0.0,1,False,False,False
2200,GULF MAX,244650102,0.0,360.0,511,0,6.90331,53.31303,8,35,99,0.0,1,False,False,False
2202,ESVAGT CARINA,219010516,1.0,102.0,106,0,-3.59126,53.62218,12,46,51,1.0,1,False,False,False
2204,LUX,265817800,0.0,360.0,224,0,18.07817,59.33077,7,25,60,0.0,1,False,False,False
2211,MEKONG,244076650,0.0,360.0,511,5,4.97655,52.37707,5,32,37,0.0,1,False,False,False
2288,ST. JOHANNES,211667110,0.9,135.2,511,0,7.27322,50.56572,17,56,69,0.8880000000000001,1,False,True,True
2290,SYLVARNES,259678000,0.0,210.5,215,5,5.73733,58.97305,8,25,40,24.849,1,False,False,False
2293,SAN SABA,367600490,6.4,280.8,280,0,-93.89058,29.98349,34,116,57,6.4,1,False,False,False
2299,SHENANDOAH OF SARK,235062000,0.0,5.1,87,5,-0.31583,39.46038,8,42,37,0.1,1,False,False,False
2300,"KINYO MARU NO,1",431015127,12.9,231.5,232,0,136.50091,33.82602,16,104,80,13.187999999999999,1,False,False,False
2304,CATHERINE,538011031,0.6,295.4,199,0,3.98749,60.88757,31,183,70,0.5939999999999999,1,False,True,True
2306,PRINSES ARIANE,244260497,0.0,360.0,511,0,4.89726,52.37597,4,22,69,0.0,1,False,False,False
2313,SVENDSEN SENIOR,257142520,0.1,207.9,511,0,11.26307,64.84795,5,15,30,4.516999999999998,1,False,False,False
2316,SEAWAY ALFA LIFT,209178000,0.1,144.4,220,3,-2.08813,56.46413,56,218,79,0.29699999999999993,1,False,False,False
2326,YSALINE,248744000,16.4,296.5,294,0,1.94519,52.79532,32,217,79,16.4,1,False,False,False
2349,ANNA,244620869,0.0,360.0,511,5,4.41809,51.91127,12,110,80,10.456,1,False,False,False
2359,VB TYPHON,228072800,0.0,335.5,245,0,-2.14717,47.29812,10,30,52,6.257,1,False,False,False
2372,GRANAT,265609080,0.0,360.0,8,15,18.34979,59.42588,8,36,70,0.0,1,False,False,False
2403,TOIVO T,368329050,0.0,292.1,297,5,-122.64536,45.612,12,40,52,0.0,1,False,False,False
2405,TWEE GEBROEDERS,244670234,0.0,307.8,342,5,5.41448,53.17029,5,28,63,0.0,1,False,False,False
2406,EBBA,265549580,0.0,19.9,145,15,18.41495,59.08946,11,60,60,0.294,1,False,False,False
2428,AART SR,244660738,0.0,144.9,511,0,4.63478,51.80406,5,29,99,0.0,1,False,False,False
2446,SANITAS,244660461,0.0,265.8,511,0,4.99545,52.18101,11,85,70,0.0,1,False,False,False
2449,IDA,244060885,0.0,300.2,511,15,4.56375,51.90919,6,35,80,0.0,1,False,False,False
2450,MARK L DUPLANTIS,367702060,2.4,299.1,332,12,-93.98229,30.00921,22,221,57,2.399,1,False,True,True
2461,ELISABETH M. BORGESE,218601000,0.0,107.6,33,5,12.08781,54.11061,11,57,90,0.0,1,False,False,False
2462,BALTIC,219032007,10.7,80.4,82,0,3.47682,51.41398,20,130,89,10.8,1,False,False,False
2465,BALTRUM II,211283490,0.0,2.7,511,5,7.36058,53.68649,6,33,70,0.0,1,False,False,False
2466,CSCL JUPITER,477213400,0.3,89.4,242,0,0.35854,39.33516,52,366,74,0.3,-1,True,False,True
712,VIKING SKAGA,269057744,0.0,137.8,43,5,2.28209,48.85078,12,125,69,0.0,1,False,False,False
713,FAIRPLAY-67,255955000,0.0,114.3,269,0,9.92257,53.5432,11,31,52,0.0,1,False,False,False
714,DJURGARDEN 7,265633760,0.0,360.0,511,0,11.96588,57.71173,6,21,69,0.0,1,False,False,False
719,VB PANTHER,232054836,0.2,145.9,63,0,0.48615,51.50187,13,32,52,4.535999999999995,1,False,False,False
732,WILSON PORTO,311001792,0.1,218.7,70,0,4.05278,51.95993,14,90,70,10.844,1,False,False,False
743,AMERICAN PIONEER,368434520,6.0,94.4,95,0,-80.16182,25.76548,17,76,60,5.998,1,False,True,True
747,HOS ROCINANTE,368295110,9.2,163.4,162,5,-71.37356,41.75322,18,87,70,9.2,1,False,False,False
748,DELAWARE,367759150,0.0,191.6,511,15,-75.13674,39.91697,5,33,0,0.0,1,False,False,False
753,LADY MENNA,245266000,12.6,66.1,67,0,4.98999,53.46227,17,115,70,14.716000000000001,1,False,False,False
754,CAMANO SOUND,316030654,0.0,360.0,511,8,-130.35681,54.29123,6,22,30,0.868,1,False,False,False
760,VADASZ,205553690,0.0,360.0,511,5,4.32411,51.32707,10,110,79,0.0,1,False,False,False
761,MODESTO,244670453,0.0,335.8,83,5,7.77274,51.67925,9,73,79,0.0,1,False,False,False
780,SEUTE DEERN,211302890,0.0,0.0,511,0,9.98708,53.47238,7,30,36,0.0,1,False,False,False
783,SEASPAN BAKER,352004308,0.0,27.7,108,5,-123.03368,49.14458,19,113,80,0.0,1,False,False,False
786,EURODAM,245206000,21.3,148.7,146,0,-131.4216,54.60914,36,287,60,21.497,-1,True,False,True
792,CG ROBERT YERED,338926404,0.0,335.4,320,5,-80.14493,25.76981,7,46,0,0.0,1,False,False,False
803,FRAGANCIA,265558290,0.0,56.4,323,0,18.44137,59.39528,12,64,62,0.0,1,False,False,False
804,LYTSE HYLKE,244700695,0.0,360.0,511,8,5.36146,52.88355,6,31,69,0.0,1,False,False,False
805,FAIRPLAY-91,218007800,0.0,14.0,89,0,9.92214,53.54303,13,25,52,5.732000000000001,1,False,False,False
873,ALBICILLA,244383570,0.0,334.5,511,0,4.76808,52.95971,4,18,52,0.0,1,False,False,False
874,TUG 42,205627000,0.0,54.2,334,0,4.32033,51.31249,12,31,31,0.0,1,False,False,False
2181,FANTASTIKO.NL,246529000,0.0,360.0,511,5,4.77177,52.95967,5,24,36,0.0,1,False,False,False
2183,TMS-4,211555980,0.0,360.0,511,0,10.0402,53.52946,6,33,80,0.0,1,False,False,False
2186,RED FALCON,235014365,0.0,11.1,191,5,-1.40133,50.89172,18,94,69,0.0,1,False,False,False
2189,CAPT. C.R. NEALE III,367730680,0.0,23.7,53,0,-81.53897,39.35184,16,155,57,0.0,1,False,False,False
2196,MATRICARIA,244670408,0.0,36.2,511,5,4.86421,52.40032,12,20,99,0.0,1,False,False,False
2215,CMA CGM ORANGE,249201000,0.0,188.3,98,5,2.36017,51.04752,30,185,70,0.0,1,False,False,False
2221,STRAIGHT FORWARD 2,244498841,0.0,360.0,511,7,5.13971,51.73734,6,24,37,0.0,1,False,False,False
2224,HAZEL ANN,368430150,0.0,216.9,511,0,-93.9323,29.99011,7,17,31,0.0,1,False,False,False
2225,SAMSKIP INNOVATOR,255916540,0.3,168.4,107,5,-0.2611,53.73893,22,141,72,0.3,1,False,False,False
2232,GREAT COTONOU,247452100,14.2,254.7,251,0,0.97352,51.48967,39,249,70,14.197999999999999,1,False,True,True
2239,SEPELONG,601032660,4.5,273.7,270,5,31.02672,-29.86856,10,30,52,6.257,1,False,False,False
2240,MARIE D' BOHEMIA,270770000,0.0,360.0,511,5,14.41646,50.09216,10,31,69,0.0,1,False,False,False
2241,LONDON TITAN,235103165,0.0,133.3,273,0,0.39441,51.44476,13,37,90,0.0,1,False,False,False
2251,WESERTANK 22,211472070,0.0,360.0,511,0,9.97469,53.51708,7,36,80,0.0,1,False,False,False
2265,FROY VALKYRIEN,257171000,0.0,287.5,244,0,6.66389,62.7954,13,25,70,0.0,1,False,False,False
2268,ECOMAL II,261198000,0.0,295.5,511,5,18.66173,54.38035,10,65,80,0.0,1,False,False,False
2269,ORION 4,244660729,0.0,126.1,511,0,4.59791,52.46383,5,40,90,0.0,1,False,False,False
2270,WAPEN FAN FRYSLAN,244730529,0.0,360.0,511,15,4.74804,52.63398,8,50,69,0.0,1,False,False,False
2281,YSKA,244700541,0.0,0.0,511,0,4.91527,52.37629,5,14,52,4.6930000000000005,1,False,False,False
2941,SY VENTOLEIRO,224429790,0.0,321.9,511,8,-8.70639,42.25736,6,22,36,0.0,1,False,False,False
2986,VAHALIS 2,244010890,0.0,360.0,511,15,5.44209,51.88749,6,24,37,0.0,1,False,False,False
2987,ARAGONBORG,245953000,14.0,184.7,179,0,-76.43364,38.74876,22,143,70,14.196,1,False,False,False
2990,BDS ADVENTURE,375824000,0.0,341.4,307,3,5.44183,53.17792,10,41,59,0.0,1,False,False,False
2996,LINDENHOF,211510610,0.0,360.0,191,5,5.76454,50.98523,10,110,90,0.0,1,False,False,False
3001,ULTRACARGA IV,345110039,1.9,253.5,294,0,-86.96568,20.49632,18,102,70,4.712999999999999,1,False,False,False
3050,JONATHAN,244750666,0.0,334.8,511,0,6.09172,52.58888,7,40,0,0.0,1,False,False,False
3051,DONALDA,265604290,102.3,360.0,511,0,11.25642,58.68855,6,18,67,102.3,-1,True,False,True
3053,ESKE,249930000,0.0,29.2,294,5,-0.32186,39.44875,13,85,80,0.0,1,False,False,False
3062,CMS WARRIOR,235113374,0.8,34.4,255,0,3.7189,51.45365,10,23,52,4.776,1,False,False,False
3073,ANDREA,211512780,0.0,360.0,511,0,9.8895,53.5242,10,85,79,0.0,1,False,False,False
3076,SOLEA,377122000,0.0,45.3,39,8,-0.06753,39.86202,9,36,37,0.0,1,False,False,False
3079,Z526 VAYA CON DIOS,205316000,0.0,360.0,307,0,3.20065,51.3237,8,36,30,0.0,1,False,False,False
3121,SHANNON,268235802,2.7,24.0,62,0,2.05982,53.59536,8,40,90,2.7,1,False,False,False
3124,VICTORIOUS ACE,431605000,18.1,357.7,1,0,153.70666,-27.03757,32,199,70,18.078000000000003,1,False,True,True
3150,PENTA 40,265038960,0.0,87.9,287,0,11.85799,57.64537,11,38,79,0.0,1,False,False,False
3156,SD BOUNTIFUL,235072757,0.0,186.6,287,15,-1.09758,50.80961,10,30,52,6.257,1,False,False,False
3157,CHUTIPA5,567067400,4.2,287.3,287,0,100.57102,13.70433,12,75,80,4.1850000000000005,1,False,True,True
3182,LUCIA,367648960,6.2,178.9,511,0,-87.64421,41.89506,9,26,60,6.194,1,False,True,True
3192,NESSAND,211788910,0.0,360.0,511,0,10.00247,53.52631,4,15,0,0.0,1,False,False,False
3197,CATALINA PROVIDER,367719640,7.9,122.8,125,0,-118.26063,33.71463,15,45,70,7.9,1,False,False,False
715,PARABOLICA 2,319348600,0.0,147.7,317,0,7.07988,43.56426,8,42,37,0.1,1,False,False,False
721,SC OPAL,235091458,0.0,145.6,511,5,4.59488,52.45829,6,19,40,0.0,1,False,False,False
740,MARINA DE EEMHOF,244615814,0.0,360.0,511,0,5.38144,52.25691,6,15,69,0.0,1,False,False,False
742,EMINENCE,565894000,0.0,208.3,511,0,103.74216,1.20151,12,43,80,6.110999999999998,1,False,False,False
746,STI BRONX,538005418,13.5,258.4,255,0,-8.31464,51.08365,32,183,80,14.3,1,False,False,False
750,SYDNES,257720350,0.0,331.1,248,15,8.15889,63.35278,8,15,70,0.1,1,False,False,False
752,LADY ANNEKE,246855000,0.0,339.7,342,5,4.81395,52.41237,13,88,70,10.210999999999997,1,False,False,False
757,ASTRUM APUS,352004557,0.0,259.7,136,1,0.54439,53.5801,23,166,70,0.0,1,False,False,False
801,FJORDSKAR,265548670,10.4,202.5,511,0,11.8445,57.67644,6,17,60,10.687999999999999,1,False,False,False
835,VB SLOEVAAG,258189000,0.0,165.5,293,5,5.04018,61.6032,9,30,52,3.8,1,False,False,False
843,SETOUCHI,431020187,0.2,171.6,255,0,135.15714,34.15844,12,76,70,0.3,1,False,False,False
844,DONGE,244002380,0.0,42.3,71,5,4.26788,51.88357,12,105,99,0.0,1,False,False,False
847,CARL W,211178650,0.0,360.0,511,0,9.96747,53.53112,7,39,80,0.0,1,False,False,False
852,MV LITE FERRY 11,548779300,0.0,142.5,511,8,123.94924,10.31745,15,65,60,0.0,1,False,False,False
861,DEO JUVANTE,244730094,0.0,360.0,511,5,4.75585,51.82289,9,86,99,0.099,1,False,False,False
883,NESTOR I,636018365,0.0,185.0,154,5,3.75383,51.11495,28,180,79,0.0,1,False,False,False
887,VIGILANT,244083475,0.0,360.0,188,5,4.44554,51.87959,8,20,52,8.722,1,False,False,False
895,SIS,271001046,0.0,360.0,511,5,27.42472,37.03315,7,35,37,0.0,1,False,False,False
896,NEPTUN 44,244700145,0.0,360.0,511,0,5.8518,51.85209,5,23,99,0.0,1,False,False,False
918,VARIANT,244700055,0.0,207.9,511,0,4.45226,51.90895,7,55,79,0.08499999999999996,1,False,False,False
1027,SSF LYRA,341783001,0.1,353.0,155,1,-8.79476,41.16234,23,143,70,0.1,1,False,False,False
1028,MSC KUMSAL,636020979,0.8,135.8,329,0,-82.42981,27.90459,42,333,71,1.579,1,False,False,False
1049,BOKNAFJORD,257144700,12.1,113.6,113,0,5.47235,59.16962,20,130,60,12.2,1,False,False,False
1063,XANTHIA,257970000,11.9,59.6,63,0,12.71574,54.75431,22,147,84,11.9,1,False,False,False
1090,CMS THUNDERER,232052186,0.0,134.8,101,0,-6.22567,53.34633,12,23,52,10.584999999999999,1,False,False,False
1094,GUARD,366887300,0.9,175.0,318,0,-122.34175,47.59671,11,39,52,0.994,1,False,False,False
1126,HERMINE,248789000,17.5,115.4,118,0,1.86261,52.96757,32,217,70,17.5,1,False,False,False
1138,AQUILON,226006180,0.0,355.0,289,5,3.69491,51.10015,11,85,79,0.0,1,False,False,False
1150,SJOERD,244650184,0.0,136.3,511,5,5.99161,53.18437,8,55,90,0.0,1,False,False,False
1169,ETZOMER 504,525500826,0.1,330.0,133,3,112.2156,-6.71082,16,60,90,0.2,1,False,False,False
1174,F/V LE MARMOUSET 3,228096900,0.0,303.7,36,15,4.03964,51.8209,8,20,30,0.0,1,False,False,False
1176,FV:FAITHLIE220,232007173,0.0,113.2,20,7,-1.77238,57.50642,9,28,30,0.0,1,False,False,False
1178,DEE4 JUNIPER,636021358,0.0,106.0,25,1,31.19107,-29.71613,32,183,80,14.3,1,False,False,False
1180,RWS44,244050878,10.5,273.8,269,0,5.60571,51.89958,5,17,99,10.5,1,False,False,False
1192,BOSTAD,269057070,0.1,360.0,511,5,4.03065,51.52954,24,96,79,0.1,1,False,False,False
1196,ONE INTELLIGENCE,636023310,12.5,269.1,268,0,6.48574,54.19336,61,399,70,12.5,-1,True,False,True
1205,CGAS MONARCH,255802950,0.0,159.0,197,5,11.8892,57.69028,15,84,80,0.0,1,False,False,False
1210,MARLIN LA PLATA,538009852,12.4,86.0,88,0,10.6906,57.81613,44,250,80,12.939,1,False,False,False
1213,NAWIGATOR XXI,261187000,0.0,237.5,204,5,14.5665,53.42858,10,60,99,0.0,1,False,False,False
1223,WESTERN   DAWN,366264360,4.9,349.0,345,0,-122.42536,47.7666,10,30,30,4.8950000000000005,1,False,True,True
1227,AJO,230991670,0.0,133.9,310,0,24.72356,59.45828,4,17,52,0.0,1,False,False,False
1241,MARGARET OLLEY,503100470,14.6,166.5,157,0,151.21029,-33.85386,7,24,60,14.000000000000002,1,False,True,True
1246,CHRISYA,227098150,0.0,360.0,511,5,3.66037,51.08789,10,100,79,6.2,1,False,False,False
1251,JILL,368451790,0.1,323.9,192,0,-93.85833,29.96665,12,28,52,0.1,1,False,False,False
1271,ECOSSE,316001882,0.0,264.7,161,0,-79.20932,43.21378,8,24,31,0.0,1,False,False,False
1275,FINBO CARGO,230685000,7.7,9.7,7,0,25.09217,59.89757,24,180,60,7.796,1,False,False,False
1284,L & R 6,211516500,0.0,218.9,511,9,9.92899,53.52339,4,12,99,0.096,1,False,False,False
1285,SVITZER REDHEAD,503000147,0.0,48.0,41,0,115.75108,-32.04354,13,33,52,8.180000000000001,1,False,False,False
1286,FADAM 3,244060259,0.0,360.0,511,0,4.93968,52.37183,4,10,69,0.07300000000000005,1,False,False,False
1288,F/V PARTI DE RIEN,227137500,3.1,241.1,221,0,0.4221,50.60453,7,19,30,3.196,1,False,False,False
1289,BRISEN,265056000,7.4,254.0,251,0,11.68135,57.59166,12,67,80,7.361,1,False,True,True
1296,TONNE,211289920,0.0,360.0,511,0,9.97156,53.52322,9,30,69,0.0,1,False,False,False
1297,WISMAR,205210000,0.0,187.1,511,3,11.33044,54.599,35,94,99,0.0,1,False,False,False
1300,PACIFIC VIKING,316007587,0.0,92.6,511,0,-122.91753,49.17459,7,25,0,0.0,1,False,False,False
1419,ZEUS,375081000,0.0,257.0,78,0,7.42788,43.73515,11,75,37,0.0,1,False,False,False
1420,GYRFALCON,366978710,5.0,178.0,175,5,-122.36354,37.91533,11,33,22,7.362,1,False,False,False
1440,A+,319054000,0.1,101.5,13,1,22.76101,37.55162,22,147,60,0.1,1,False,False,False
1459,MEIKE,244385527,0.2,360.0,511,0,4.91881,52.33565,4,11,69,0.988,1,False,False,False
1461,CAROLA,211755630,0.0,360.0,511,0,13.33987,52.53679,6,27,69,0.0,1,False,False,False
1466,BUEFJORD,258324000,0.0,113.9,166,0,4.63215,61.2891,8,32,30,0.0,1,False,False,False
1471,STRUIKROVER,244070178,0.0,360.0,511,8,5.63961,52.36389,6,25,37,0.0,1,False,False,False
718,FRENCH WARSHIP,227000000,0.0,360.0,511,5,5.90871,43.11905,8,28,0,10.294,1,False,False,False
771,RISOEYA,259019450,0.0,360.0,511,5,15.64827,68.97529,3,11,40,0.0,1,False,False,False
787,BITLAND,244784000,12.7,185.9,187,0,21.68364,60.04894,16,100,89,12.8,1,False,False,False
832,TERMAR,258210500,0.1,360.0,150,5,12.55661,66.1663,6,14,70,0.1,1,False,False,False
840,LAMAYDAY,244180951,0.2,276.9,511,0,4.91451,52.33506,4,9,69,0.47300000000000003,1,False,False,False
842,ELLEN KHUZWAYO,601062600,0.0,312.3,130,5,18.45137,-33.91786,10,43,90,0.0,1,False,False,False
866,NJORD KYA,257905000,0.0,264.9,204,0,8.83887,63.73617,16,80,30,0.0,1,False,False,False
867,FRONT FUTURE,538009183,11.4,342.8,340,0,11.69888,57.09994,44,244,80,11.4,1,False,False,False
870,TERINA B,244710250,0.0,268.0,511,8,4.85541,52.40343,10,85,52,0.0,1,False,False,False
882,PAN ORAMA,237966000,0.0,17.4,191,5,23.65033,37.93326,12,53,60,0.0,1,False,False,False
886,NIEUW HOORN,244730478,0.0,360.0,511,5,5.08662,52.64205,8,79,33,0.0,1,False,False,False
892,MSC ELKE F,210731000,13.1,5.5,8,0,10.79611,55.65204,22,140,79,13.1,1,False,False,False
893,SENGLEA,215921000,0.0,170.5,59,5,14.54249,35.81641,13,25,52,5.732000000000001,1,False,False,False
902,TANERLIQ,366760670,0.5,194.9,282,0,-122.34229,47.59523,14,45,52,0.49399999999999994,1,False,True,True
904,POINTE DE CAUX,228437800,6.3,56.6,73,0,3.68405,51.45854,14,110,89,6.3,1,False,False,False
911,ECODELTA,244110640,10.2,109.2,107,0,4.10456,51.97813,21,134,33,10.2,1,False,False,False
982,MAALOEY,259009250,0.0,320.1,213,0,15.39665,67.14002,10,15,79,3.556,1,False,False,False
983,ODYSSEY,367096310,4.3,287.2,285,0,-71.05696,42.38703,12,47,60,5.2,1,False,False,False
984,EENHOORN,244780785,0.0,360.0,511,0,5.2875,52.69636,7,32,69,0.0,1,False,False,False
985,VB SCHELDE,245377000,10.0,248.0,252,0,4.34425,51.8975,10,28,29,9.979,1,False,True,True
986,ZWARTEWATER,244670346,0.0,0.0,511,0,5.901,52.56765,9,70,99,0.0,1,False,False,False
1014,HARBOUR PRINCESS,316022498,0.0,166.4,511,0,-123.13302,49.29488,8,26,60,6.945,1,False,False,False
1021,VIESTE II,247207500,0.0,246.0,511,0,12.51508,38.01324,8,32,60,0.0,1,False,False,False
1024,CHARLESTON,368683000,0.0,38.5,511,3,-75.54834,39.56656,16,160,33,0.0,1,False,False,False
1030,ST. JOHANNES,211667110,0.1,141.7,511,0,7.27319,50.5657,17,56,69,0.8880000000000001,1,False,False,False
1064,DZ82 NOVA CURA,244780810,0.0,0.0,511,0,5.59639,52.66065,5,18,0,0.0,1,False,False,False
1065,OLYMPIC TARGET,241411000,0.1,18.3,129,1,54.65933,25.53202,60,339,80,0.1,-1,True,False,True
1110,SISSY,244700936,0.0,312.4,511,8,3.77872,51.37645,10,85,79,0.0,1,False,False,False
1165,NOORDPARK,244118578,0.0,360.0,511,5,4.41839,51.9088,18,135,80,4.788,1,False,False,False
1166,TAIHOU MARU,431017851,0.0,159.0,331,5,139.66994,35.47948,18,96,70,0.0,1,False,False,False
1197,KONA  TRADER,210848000,0.0,134.3,134,5,-122.37145,47.62406,32,225,70,7.984,1,False,False,False
1258,SLEIPNIR,374887000,0.0,20.0,275,3,5.70025,59.02117,102,220,9,0.0,-1,True,False,True
1279,PROGRESSO,244650928,0.0,237.2,248,5,4.48848,51.89922,10,85,79,0.0,1,False,False,False
1280,HAIFENG,636020805,3.6,329.0,329,0,25.53952,59.93239,44,250,80,12.939,1,False,False,False
1283,ADMIRAL,366755020,7.6,302.3,297,0,-118.19608,33.73009,11,30,52,7.681,1,False,False,False
1295,PIRAJA,257654500,3.0,234.8,245,0,8.58402,57.72865,7,38,30,3.0,1,False,False,False
1315,SAVONA,205544190,8.9,243.0,511,0,4.21464,51.62794,12,110,89,8.9,1,False,False,False
1319,WAXHOLM 1,265522500,0.0,360.0,224,15,18.07875,59.33051,9,36,60,28.0,1,False,False,False
